"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"234",10026,"2020-05-24",0,0,"other",0,1,NA
"235",3948,"2020-05-25",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"236",5135,"2020-05-25",0,0,"ba.1",0,0,"Omicron"
"237",10027,"2020-05-25",0,0,"other",0,1,NA
"238",3949,"2020-05-26",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"239",5136,"2020-05-26",0,0,"ba.1",0,0,"Omicron"
"240",10028,"2020-05-26",0,0,"other",0,0,NA
"241",3950,"2020-05-27",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"242",5137,"2020-05-27",0,0,"ba.1",0,0,"Omicron"
"243",10029,"2020-05-27",0,0,"other",0,0,NA
"244",3951,"2020-05-28",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"245",5138,"2020-05-28",0,0,"ba.1",0,0,"Omicron"
"246",10030,"2020-05-28",0,0,"other",0,0,NA
"247",3952,"2020-05-29",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"248",5139,"2020-05-29",0,0,"ba.1",0,0,"Omicron"
"249",10031,"2020-05-29",0,0,"other",0,0,NA
"250",3953,"2020-05-30",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"251",5140,"2020-05-30",0,0,"ba.1",0,0,"Omicron"
"252",10032,"2020-05-30",0,0,"other",0,0,NA
"253",3954,"2020-05-31",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"254",5141,"2020-05-31",0,0,"ba.1",0,0,"Omicron"
"255",10033,"2020-05-31",0,0,"other",0,0,NA
"256",3955,"2020-06-01",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"257",5142,"2020-06-01",0,0,"ba.1",0,0,"Omicron"
"258",10034,"2020-06-01",0,0,"other",0,0,NA
"259",3956,"2020-06-02",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"260",5143,"2020-06-02",0,0,"ba.1",0,0,"Omicron"
"261",10035,"2020-06-02",0,0,"other",0,0,NA
"262",3957,"2020-06-03",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"263",5144,"2020-06-03",0,0,"ba.1",0,0,"Omicron"
"264",10036,"2020-06-03",0,0,"other",0,0,NA
"265",3958,"2020-06-04",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"266",5145,"2020-06-04",0,0,"ba.1",0,0,"Omicron"
"267",10037,"2020-06-04",0,0,"other",0,0,NA
"268",3959,"2020-06-05",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"269",5146,"2020-06-05",0,0,"ba.1",0,0,"Omicron"
"270",10038,"2020-06-05",0,0,"other",0,0,NA
"271",3960,"2020-06-06",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"272",5147,"2020-06-06",0,0,"ba.1",0,0,"Omicron"
"273",10039,"2020-06-06",0,0,"other",0,0,NA
"274",3961,"2020-06-07",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"275",5148,"2020-06-07",0,0,"ba.1",0,0,"Omicron"
"276",10040,"2020-06-07",0,0,"other",0,0,NA
"277",3962,"2020-06-08",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"278",5149,"2020-06-08",0,0,"ba.1",0,0,"Omicron"
"279",10041,"2020-06-08",0,0,"other",0,0,NA
"280",3963,"2020-06-09",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"281",5150,"2020-06-09",0,0,"ba.1",0,0,"Omicron"
"282",10042,"2020-06-09",0,0,"other",0,0,NA
"283",3964,"2020-06-10",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"284",5151,"2020-06-10",0,0,"ba.1",0,0,"Omicron"
"285",10043,"2020-06-10",0,0,"other",0,0,NA
"286",3965,"2020-06-11",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"287",5152,"2020-06-11",0,0,"ba.1",0,0,"Omicron"
"288",10044,"2020-06-11",0,0,"other",0,0,NA
"289",3966,"2020-06-12",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"290",5153,"2020-06-12",0,0,"ba.1",0,0,"Omicron"
"291",10045,"2020-06-12",2,2,"other",1,1,NA
"292",3967,"2020-06-13",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"293",5154,"2020-06-13",0,0,"ba.1",0,0,"Omicron"
"294",10046,"2020-06-13",0,0,"other",0,1,NA
"295",3968,"2020-06-14",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
