"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"175",7147,"2020-05-04",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"176",19515,"2020-05-04",0,0,"other",0,0,NA
"177",5994,"2020-05-05",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"178",6645,"2020-05-05",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"179",7148,"2020-05-05",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"180",19516,"2020-05-05",0,0,"other",0,0,NA
"181",5995,"2020-05-06",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"182",6646,"2020-05-06",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"183",7149,"2020-05-06",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"184",19517,"2020-05-06",0,0,"other",0,0,NA
"185",5996,"2020-05-07",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"186",6647,"2020-05-07",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"187",7150,"2020-05-07",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"188",19518,"2020-05-07",0,0,"other",0,0,NA
"189",5997,"2020-05-08",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"190",6648,"2020-05-08",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"191",7151,"2020-05-08",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"192",19519,"2020-05-08",0,0,"other",0,0,NA
"193",5998,"2020-05-09",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"194",6649,"2020-05-09",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"195",7152,"2020-05-09",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"196",19520,"2020-05-09",0,0,"other",0,0,NA
"197",5999,"2020-05-10",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"198",6650,"2020-05-10",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"199",7153,"2020-05-10",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"200",19521,"2020-05-10",0,0,"other",0,0,NA
"201",6000,"2020-05-11",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"202",6651,"2020-05-11",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"203",7154,"2020-05-11",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"204",19522,"2020-05-11",0,0,"other",0,0,NA
"205",6001,"2020-05-12",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"206",6652,"2020-05-12",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"207",7155,"2020-05-12",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"208",19523,"2020-05-12",0,0,"other",0,0,NA
"209",6002,"2020-05-13",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"210",6653,"2020-05-13",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
